 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                       query                                       |    backend_type     
 16384 | vandat  | 20516 |       10 | tcn     |                  | ::1         |                 |       53146 | 2019-11-01 20:31:27.324688+08 | 2019-11-01 20:46:40.09777+08  | 2019-11-01 20:46:40.130149+08 | 2019-11-01 20:46:40.130242+08 |                 |                     | idle in transaction |     5666180 |              | execute p_new_order6_7(98469)                                                  | client backend
 16384 | vandat  | 20519 |       10 | tcn     |                  | ::1         |                 |       53152 | 2019-11-01 20:31:27.325674+08 | 2019-11-01 20:46:40.10431+08  | 2019-11-01 20:46:40.130902+08 | 2019-11-01 20:46:40.131411+08 |                 |                     | idle in transaction |     5666188 |              | execute p_new_order7_7_03(95630,51)                                            | client backend
 16384 | vandat  | 20520 |       10 | tcn     |                  | ::1         |                 |       53154 | 2019-11-01 20:31:27.326279+08 | 2019-11-01 20:46:40.107588+08 | 2019-11-01 20:46:40.130228+08 | 2019-11-01 20:46:40.13023+08  |                 |                     | active              |     5666191 |      5666088 | execute p_new_order7_6_04(21220,32)                                            | client backend
 16384 | vandat  | 20521 |       10 | tcn     |                  | ::1         |                 |       53156 | 2019-11-01 20:31:27.32774+08  | 2019-11-01 20:46:40.127773+08 | 2019-11-01 20:46:40.130005+08 | 2019-11-01 20:46:40.130006+08 |                 |                     | active              |             |      5666088 | execute p_purge2_1(53,2,2424)                                                  | client backend
 16384 | vandat  | 20522 |       10 | tcn     |                  | ::1         |                 |       53158 | 2019-11-01 20:31:27.328229+08 | 2019-11-01 20:46:40.110118+08 | 2019-11-01 20:46:40.129631+08 | 2019-11-01 20:46:40.129632+08 | LWLock          | wal_insert          | active              |     5666196 |      5666088 | execute p_delivery4_1(6,2423,4,72)                                             | client backend
 16384 | vandat  | 20523 |       10 | tcn     |                  | ::1         |                 |       53160 | 2019-11-01 20:31:27.327833+08 | 2019-11-01 20:46:40.111109+08 | 2019-11-01 20:46:40.130982+08 | 2019-11-01 20:46:40.131199+08 |                 |                     | idle in transaction |     5666199 |              | execute p_new_order9_6(3321,7,4,4,75279,4,8,490,'rrrrrrrrrrrrrrrrrrrrrrrr')    | client backend
 16384 | vandat  | 20525 |       10 | tcn     |                  | ::1         |                 |       53164 | 2019-11-01 20:31:27.330726+08 | 2019-11-01 20:46:40.120935+08 | 2019-11-01 20:46:40.12956+08  | 2019-11-01 20:46:40.129562+08 | Client          | ClientRead          | active              |     5666219 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20524 |       10 | tcn     |                  | ::1         |                 |       53162 | 2019-11-01 20:31:27.33076+08  | 2019-11-01 20:46:40.129503+08 | 2019-11-01 20:46:40.130278+08 | 2019-11-01 20:46:40.13028+08  |                 |                     | active              |             |      5666088 | execute p_purge2_1(71,8,2431)                                                  | client backend
 16384 | vandat  | 20526 |       10 | tcn     |                  | ::1         |                 |       53166 | 2019-11-01 20:31:27.332632+08 | 2019-11-01 20:46:40.129136+08 | 2019-11-01 20:46:40.12945+08  | 2019-11-01 20:46:40.129452+08 |                 |                     | active              |             |      5666088 | execute p_purge2_1(54,9,2421)                                                  | client backend
 16384 | vandat  | 20528 |       10 | tcn     |                  | ::1         |                 |       53170 | 2019-11-01 20:31:27.334071+08 | 2019-11-01 20:46:40.129356+08 | 2019-11-01 20:46:40.130054+08 | 2019-11-01 20:46:40.130321+08 | Client          | ClientRead          | idle in transaction |     5666239 |              | execute p_new_order2_3(77,4)                                                   | client backend
 16384 | vandat  | 20529 |       10 | tcn     |                  | ::1         |                 |       53172 | 2019-11-01 20:31:27.334566+08 | 2019-11-01 20:46:40.123707+08 | 2019-11-01 20:46:40.12925+08  | 2019-11-01 20:46:40.129252+08 | IO              | DataFileRead        | active              |     5666229 |      5666088 | execute p_payment10_4(-1094.000000,1094.000000,87,9,2865)                      | client backend
 16384 | vandat  | 20527 |       10 | tcn     |                  | ::1         |                 |       53168 | 2019-11-01 20:31:27.33363+08  | 2019-11-01 20:46:40.075236+08 | 2019-11-01 20:46:40.131362+08 | 2019-11-01 20:46:40.131363+08 |                 |                     | active              |     5666120 |      5666088 | execute p_new_order6_6(58107)                                                  | client backend
 16384 | vandat  | 20531 |       10 | tcn     |                  | ::1         |                 |       53176 | 2019-11-01 20:31:27.336773+08 | 2019-11-01 20:46:40.111947+08 | 2019-11-01 20:46:40.129675+08 | 2019-11-01 20:46:40.129677+08 | LWLock          | wal_insert          | active              |     5666203 |      5666088 | execute p_new_order8_3(42,65235,66)                                            | client backend
 16384 | vandat  | 20530 |       10 | tcn     |                  | ::1         |                 |       53174 | 2019-11-01 20:31:27.336733+08 | 2019-11-01 20:46:40.121576+08 | 2019-11-01 20:46:40.131173+08 | 2019-11-01 20:46:40.131264+08 |                 |                     | idle in transaction |     5666222 |              | execute p_new_order6_6(27572)                                                  | client backend
 16384 | vandat  | 20532 |       10 | tcn     |                  | ::1         |                 |       53178 | 2019-11-01 20:31:27.337939+08 | 2019-11-01 20:46:40.127631+08 | 2019-11-01 20:46:40.129613+08 | 2019-11-01 20:46:40.129614+08 | LWLock          | wal_insert          | active              |     5666234 |      5666088 | execute p_new_order9_6(3300,5,25,1,70049,25,10,145,'vvvvvvvvvvvvvvvvvvvvvvvv') | client backend
 16384 | vandat  | 20533 |       10 | tcn     |                  | ::1         |                 |       53180 | 2019-11-01 20:31:27.339019+08 | 2019-11-01 20:46:40.102325+08 | 2019-11-01 20:46:40.13127+08  | 2019-11-01 20:46:40.131376+08 |                 |                     | idle in transaction |     5666190 |              | execute p_new_order6_2(32191)                                                  | client backend
 16384 | vandat  | 20535 |       10 | tcn     |                  | ::1         |                 |       53184 | 2019-11-01 20:31:27.341529+08 | 2019-11-01 20:46:40.127359+08 | 2019-11-01 20:46:40.130595+08 | 2019-11-01 20:46:40.130859+08 | Client          | ClientRead          | idle in transaction |     5666233 |              | execute p_payment5_7(35,9,'ESEPRIEING')                                        | client backend
 16384 | vandat  | 20534 |       10 | tcn     |                  | ::1         |                 |       53182 | 2019-11-01 20:31:27.341202+08 | 2019-11-01 20:46:40.128144+08 | 2019-11-01 20:46:40.129781+08 | 2019-11-01 20:46:40.129782+08 | LWLock          | wal_insert          | active              |     5666238 |      5666088 | execute p_new_order2_1(81,1)                                                   | client backend
 16384 | vandat  | 20536 |       10 | tcn     |                  | ::1         |                 |       53186 | 2019-11-01 20:31:27.343433+08 | 2019-11-01 20:46:40.127092+08 | 2019-11-01 20:46:40.129359+08 | 2019-11-01 20:46:40.129361+08 |                 |                     | active              |             |      5666088 | execute p_stocklevel2_3(49,4,3351,3331,49,15)                                  | client backend
 16384 | vandat  | 20537 |       10 | tcn     |                  | ::1         |                 |       53188 | 2019-11-01 20:31:27.344833+08 | 2019-11-01 20:46:40.128699+08 | 2019-11-01 20:46:40.130167+08 | 2019-11-01 20:46:40.130272+08 |                 |                     | idle in transaction |     5666237 |              | execute p_new_order5_6(3334,1,70)                                              | client backend
 16384 | vandat  | 20538 |       10 | tcn     |                  | ::1         |                 |       53190 | 2019-11-01 20:31:27.345248+08 | 2019-11-01 20:46:40.127434+08 | 2019-11-01 20:46:40.127848+08 | 2019-11-01 20:46:40.12785+08  |                 |                     | active              |             |      5666088 | execute p_purge2_3(5,8,2425)                                                   | client backend
 16384 | vandat  | 20539 |       10 | tcn     |                  | ::1         |                 |       53192 | 2019-11-01 20:31:27.347453+08 | 2019-11-01 20:46:40.110226+08 | 2019-11-01 20:46:40.129847+08 | 2019-11-01 20:46:40.129848+08 | LWLock          | wal_insert          | active              |     5666200 |      5666088 | execute p_new_order9_5(3334,5,95,6,36582,95,10,438,'ssssssssssssssssssssssss') | client backend
 16384 | vandat  | 20540 |       10 | tcn     |                  | ::1         |                 |       53194 | 2019-11-01 20:31:27.3481+08   | 2019-11-01 20:46:40.093104+08 | 2019-11-01 20:46:40.129988+08 | 2019-11-01 20:46:40.129989+08 |                 |                     | active              |     5666154 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20541 |       10 | tcn     |                  | ::1         |                 |       53196 | 2019-11-01 20:31:27.34877+08  | 2019-11-01 20:46:40.079893+08 | 2019-11-01 20:46:40.131006+08 | 2019-11-01 20:46:40.131169+08 |                 |                     | idle in transaction |     5666130 |              | execute p_new_order9_8(3349,8,83,10,54278,83,4,71,'xxxxxxxxxxxxxxxxxxxxxxxx')  | client backend
 16384 | vandat  | 20542 |       10 | tcn     |                  | ::1         |                 |       53198 | 2019-11-01 20:31:27.351722+08 | 2019-11-01 20:46:40.112202+08 | 2019-11-01 20:46:40.131257+08 | 2019-11-01 20:46:40.131397+08 |                 |                     | idle in transaction |     5666201 |              | execute p_delivery4_5(2,2412,3,64)                                             | client backend
 16384 | vandat  | 20543 |       10 | tcn     |                  | ::1         |                 |       53200 | 2019-11-01 20:31:27.352177+08 | 2019-11-01 20:46:40.083485+08 | 2019-11-01 20:46:40.130551+08 | 2019-11-01 20:46:40.13067+08  | Client          | ClientRead          | idle in transaction |     5666141 |              | execute p_new_order8_8(60,44720,65)                                            | client backend
 16384 | vandat  | 20544 |       10 | tcn     |                  | ::1         |                 |       53202 | 2019-11-01 20:31:27.352854+08 |                               | 2019-11-01 20:46:40.131417+08 | 2019-11-01 20:46:40.131447+08 |                 |                     | idle                |             |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20546 |       10 | tcn     |                  | ::1         |                 |       53206 | 2019-11-01 20:31:27.355928+08 | 2019-11-01 20:46:40.123044+08 | 2019-11-01 20:46:40.131361+08 | 2019-11-01 20:46:40.131493+08 | IO              | DataFileWrite       | idle in transaction |     5666230 |              | execute p_new_order8_3(29,46771,8)                                             | client backend
 16384 | vandat  | 20545 |       10 | tcn     |                  | ::1         |                 |       53204 | 2019-11-01 20:31:27.355219+08 | 2019-11-01 20:46:40.12931+08  | 2019-11-01 20:46:40.131353+08 | 2019-11-01 20:46:40.131355+08 | Client          | ClientRead          | active              |     5666235 |              | execute p_payment2_2(94)                                                       | client backend
 16384 | vandat  | 20547 |       10 | tcn     |                  | ::1         |                 |       53208 | 2019-11-01 20:31:27.358052+08 | 2019-11-01 20:46:40.102949+08 | 2019-11-01 20:46:40.130436+08 | 2019-11-01 20:46:40.13053+08  |                 |                     | idle in transaction |     5666186 |              | execute p_new_order6_2(20250)                                                  | client backend
 16384 | vandat  | 20548 |       10 | tcn     |                  | ::1         |                 |       53210 | 2019-11-01 20:31:27.358261+08 | 2019-11-01 20:46:40.127685+08 | 2019-11-01 20:46:40.13136+08  | 2019-11-01 20:46:40.131482+08 |                 |                     | idle in transaction |     5666236 |              | execute p_delivery2_7(2451,1,54)                                               | client backend
 16384 | vandat  | 20549 |       10 | tcn     |                  | ::1         |                 |       53212 | 2019-11-01 20:31:27.362866+08 | 2019-11-01 20:46:40.101931+08 | 2019-11-01 20:46:40.130478+08 | 2019-11-01 20:46:40.130962+08 | Client          | ClientRead          | idle in transaction |     5666182 |              | execute p_new_order9_2(3346,8,66,6,78879,66,7,218,'eeeeeeeeeeeeeeeeeeeeeeee')  | client backend
 16384 | vandat  | 20551 |       10 | tcn     |                  | ::1         |                 |       53216 | 2019-11-01 20:31:27.364747+08 | 2019-11-01 20:46:40.05921+08  | 2019-11-01 20:46:40.131421+08 | 2019-11-01 20:46:40.131422+08 |                 |                     | active              |     5666092 |      5666088 | execute p_delivery4_5(4,2423,9,93)                                             | client backend
 16384 | vandat  | 20550 |       10 | tcn     |                  | ::1         |                 |       53214 | 2019-11-01 20:31:27.364822+08 | 2019-11-01 20:46:40.121639+08 | 2019-11-01 20:46:40.131054+08 | 2019-11-01 20:46:40.131056+08 |                 |                     | active              |     5666224 |      5666088 | execute p_new_order7_7_09(49727,92)                                            | client backend
 16384 | vandat  | 20552 |       10 | tcn     |                  | ::1         |                 |       53218 | 2019-11-01 20:31:27.367675+08 | 2019-11-01 20:46:40.130293+08 | 2019-11-01 20:46:40.131136+08 | 2019-11-01 20:46:40.131388+08 |                 |                     | idle in transaction |     5666240 |              | execute p_payment4_1(27,7)                                                     | client backend
 16384 | vandat  | 20553 |       10 | tcn     |                  | ::1         |                 |       53220 | 2019-11-01 20:31:27.369304+08 | 2019-11-01 20:46:40.129362+08 | 2019-11-01 20:46:40.130398+08 | 2019-11-01 20:46:40.130399+08 | LWLock          | wal_insert          | active              |     5666241 |      5666088 | execute p_payment1_3(3645,74)                                                  | client backend
 16384 | vandat  | 20555 |       10 | tcn     |                  | ::1         |                 |       53224 | 2019-11-01 20:31:27.372643+08 | 2019-11-01 20:46:40.108525+08 | 2019-11-01 20:46:40.131514+08 | 2019-11-01 20:46:40.131515+08 |                 |                     | active              |     5666198 |              | execute p_new_order8_7(56,92882,36)                                            | client backend
 16384 | vandat  | 20554 |       10 | tcn     |                  | ::1         |                 |       53222 | 2019-11-01 20:31:27.373371+08 | 2019-11-01 20:46:40.095504+08 | 2019-11-01 20:46:40.130903+08 | 2019-11-01 20:46:40.131276+08 |                 |                     | idle in transaction |     5666177 |              | execute p_new_order7_4_01(21838,74)                                            | client backend
 16384 | vandat  | 20556 |       10 | tcn     |                  | ::1         |                 |       53226 | 2019-11-01 20:31:27.376798+08 | 2019-11-01 20:46:40.103165+08 | 2019-11-01 20:46:40.130466+08 | 2019-11-01 20:46:40.130467+08 |                 |                     | active              |     5666187 |      5666088 | execute p_new_order8_1(30,66057,33)                                            | client backend
 16384 | vandat  | 20557 |       10 | tcn     |                  | ::1         |                 |       53228 | 2019-11-01 20:31:27.377961+08 | 2019-11-01 20:46:40.112701+08 | 2019-11-01 20:46:40.131372+08 | 2019-11-01 20:46:40.131478+08 |                 |                     | idle in transaction |     5666204 |              | execute p_new_order6_3(90514)                                                  | client backend
 16384 | vandat  | 20558 |       10 | tcn     |                  | ::1         |                 |       53230 | 2019-11-01 20:31:27.380171+08 | 2019-11-01 20:46:40.125465+08 | 2019-11-01 20:46:40.12682+08  | 2019-11-01 20:46:40.126821+08 | IO              | DataFileRead        | active              |             |      5666047 | execute p_purge2_3(13,9,2431)                                                  | client backend
 16384 | vandat  | 20560 |       10 | tcn     |                  | ::1         |                 |       53234 | 2019-11-01 20:31:27.383835+08 | 2019-11-01 20:46:40.109317+08 | 2019-11-01 20:46:40.131465+08 | 2019-11-01 20:46:40.131467+08 |                 |                     | active              |     5666195 |      5666088 | execute p_new_order7_3_10(59869,90)                                            | client backend
 16384 | vandat  | 20559 |       10 | tcn     |                  | ::1         |                 |       53232 | 2019-11-01 20:31:27.383171+08 | 2019-11-01 20:46:40.123043+08 | 2019-11-01 20:46:40.12974+08  | 2019-11-01 20:46:40.129741+08 | LWLock          | WALWriteLock        | active              |     5666226 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20561 |       10 | tcn     |                  | ::1         |                 |       53236 | 2019-11-01 20:31:27.38396+08  | 2019-11-01 20:46:40.108586+08 | 2019-11-01 20:46:40.131234+08 | 2019-11-01 20:46:40.131461+08 |                 |                     | idle in transaction |     5666193 |              | execute p_new_order7_4_02(70005,75)                                            | client backend
 16384 | vandat  | 20562 |       10 | tcn     |                  | ::1         |                 |       53238 | 2019-11-01 20:31:27.389079+08 | 2019-11-01 20:46:40.092397+08 | 2019-11-01 20:46:40.130046+08 | 2019-11-01 20:46:40.130047+08 | LWLock          | WALWriteLock        | active              |     5666159 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20985 |          |         |                  |             |                 |             | 2019-11-01 20:42:54.373292+08 | 2019-11-01 20:44:58.667859+08 | 2019-11-01 20:44:58.667859+08 | 2019-11-01 20:44:58.66786+08  |                 |                     | active              |             |      5464655 | autovacuum: ANALYZE public.history3                                            | autovacuum worker
 16384 | vandat  | 21077 |          |         |                  |             |                 |             | 2019-11-01 20:43:54.376635+08 | 2019-11-01 20:44:06.303737+08 | 2019-11-01 20:44:06.303737+08 | 2019-11-01 20:44:06.303738+08 |                 |                     | active              |             |      5373379 | autovacuum: ANALYZE public.customer2                                           | autovacuum worker
 16384 | vandat  | 21166 |          |         |                  |             |                 |             | 2019-11-01 20:44:54.377391+08 | 2019-11-01 20:45:46.974183+08 | 2019-11-01 20:45:46.974183+08 | 2019-11-01 20:45:46.974184+08 |                 |                     | active              |             |      5558539 | autovacuum: ANALYZE public.history4                                            | autovacuum worker
 16384 | vandat  | 21352 |       10 | tcn     | psql.bin         |             |                 |          -1 | 2019-11-01 20:46:40.101138+08 | 2019-11-01 20:46:40.115756+08 | 2019-11-01 20:46:40.115756+08 | 2019-11-01 20:46:40.11576+08  |                 |                     | active              |             |      5666047 | SELECT * FROM pg_stat_activity                                                 | client backend
       |         | 18561 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.104242+08 |                               |                               |                               | IO              | DataFileFlush       |                     |             |              |                                                                                | background writer
       |         | 18560 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.103906+08 |                               |                               |                               | Activity        | CheckpointerMain    |                     |             |              |                                                                                | checkpointer
       |         | 18562 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.104386+08 |                               |                               |                               | Activity        | WalWriterMain       |                     |             |              |                                                                                | walwriter
(73 rows)

 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                     query                                      |    backend_type     
-------+---------+-------+----------+---------+------------------+-------------+-----------------+-------------+-------------------------------+-------------------------------+-------------------------------+-------------------------------+-----------------+---------------------+---------------------+-------------+--------------+--------------------------------------------------------------------------------+---------------------
       |         | 18563 |          |         |                  |             |                 |             | 2019-11-01 19:20:02.10494+08  |                               |                               |                               | Activity        | AutoVacuumMain      |                     |             |              |                                                                                | autovacuum launcher
       |         | 18565 |       10 | tcn     |                  |             |                 |             | 2019-11-01 19:20:02.120505+08 |                               |                               |                               | Activity        | LogicalLauncherMain |                     |             |              |                                                                                | background worker
 16384 | vandat  | 20500 |       10 | tcn     |                  | ::1         |                 |       53114 | 2019-11-01 20:31:27.314149+08 | 2019-11-01 20:46:43.198282+08 | 2019-11-01 20:46:43.204551+08 | 2019-11-01 20:46:43.21201+08  |                 |                     | idle in transaction |     5672351 |              | execute p_new_order9_5(3340,5,1,1,53391,1,8,511,'wwwwwwwwwwwwwwwwwwwwwwww')    | client backend
 16384 | vandat  | 20502 |       10 | tcn     |                  | ::1         |                 |       53118 | 2019-11-01 20:31:27.314771+08 | 2019-11-01 20:46:43.209673+08 | 2019-11-01 20:46:43.211779+08 | 2019-11-01 20:46:43.21178+08  |                 |                     | active              |     5672370 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20499 |       10 | tcn     |                  | ::1         |                 |       53112 | 2019-11-01 20:31:27.313846+08 | 2019-11-01 20:46:43.182993+08 | 2019-11-01 20:46:43.205741+08 | 2019-11-01 20:46:43.205743+08 | IO              | DataFileWrite       | active              |     5672328 |      5672248 | execute p_new_order9_7(3340,10,43,6,66358,43,5,457,'llllllllllllllllllllllll') | client backend
 16384 | vandat  | 20501 |       10 | tcn     |                  | ::1         |                 |       53116 | 2019-11-01 20:31:27.314492+08 | 2019-11-01 20:46:43.202569+08 | 2019-11-01 20:46:43.20302+08  | 2019-11-01 20:46:43.203022+08 | IO              | DataFileWrite       | active              |             |      5672205 | execute p_stocklevel2_8(74,9,3348,3328,74,15)                                  | client backend
 16384 | vandat  | 20503 |       10 | tcn     |                  | ::1         |                 |       53120 | 2019-11-01 20:31:27.315521+08 | 2019-11-01 20:46:43.208748+08 | 2019-11-01 20:46:43.209053+08 | 2019-11-01 20:46:43.209054+08 |                 |                     | active              |             |      5672248 | execute p_purge2_5(65,8,2413)                                                  | client backend
 16384 | vandat  | 20504 |       10 | tcn     |                  | ::1         |                 |       53122 | 2019-11-01 20:31:27.31656+08  |                               | 2019-11-01 20:46:43.209919+08 | 2019-11-01 20:46:43.211864+08 | Client          | ClientRead          | idle                |             |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20505 |       10 | tcn     |                  | ::1         |                 |       53124 | 2019-11-01 20:31:27.318366+08 | 2019-11-01 20:46:43.177378+08 | 2019-11-01 20:46:43.209658+08 | 2019-11-01 20:46:43.20966+08  |                 |                     | active              |     5672317 |      5672248 | execute p_new_order7_6_08(44529,62)                                            | client backend
 16384 | vandat  | 20506 |       10 | tcn     |                  | ::1         |                 |       53126 | 2019-11-01 20:31:27.31881+08  | 2019-11-01 20:46:43.211275+08 | 2019-11-01 20:46:43.211363+08 | 2019-11-01 20:46:43.21154+08  | Client          | ClientRead          | idle in transaction |     5672373 |              | execute p_payment1_5(4400,77)                                                  | client backend
 16384 | vandat  | 20507 |       10 | tcn     |                  | ::1         |                 |       53128 | 2019-11-01 20:31:27.319256+08 | 2019-11-01 20:46:43.18807+08  | 2019-11-01 20:46:43.209588+08 | 2019-11-01 20:46:43.20959+08  | IO              | DataFileWrite       | active              |     5672337 |      5672248 | execute p_new_order9_5(3353,5,82,5,40525,82,2,51,'vvvvvvvvvvvvvvvvvvvvvvvv')   | client backend
 16384 | vandat  | 20508 |       10 | tcn     |                  | ::1         |                 |       53130 | 2019-11-01 20:31:27.319677+08 | 2019-11-01 20:46:43.148178+08 | 2019-11-01 20:46:43.148533+08 | 2019-11-01 20:46:43.148535+08 | IO              | DataFileWrite       | active              |             |      5672048 | execute p_stocklevel2_1(9,3,3321,3301,9,14)                                    | client backend
 16384 | vandat  | 20509 |       10 | tcn     |                  | ::1         |                 |       53132 | 2019-11-01 20:31:27.320149+08 | 2019-11-01 20:46:43.202326+08 | 2019-11-01 20:46:43.20336+08  | 2019-11-01 20:46:43.203361+08 | IO              | DataFileWrite       | active              |             |      5672205 | execute p_stocklevel2_7(84,2,3301,3281,84,17)                                  | client backend
 16384 | vandat  | 20510 |       10 | tcn     |                  | ::1         |                 |       53134 | 2019-11-01 20:31:27.320478+08 | 2019-11-01 20:46:43.209553+08 | 2019-11-01 20:46:43.211739+08 | 2019-11-01 20:46:43.211741+08 |                 |                     | active              |     5672369 |      5672248 | execute p_delivery5_8(2426,1,23)                                               | client backend
 16384 | vandat  | 20511 |       10 | tcn     |                  | ::1         |                 |       53136 | 2019-11-01 20:31:27.320984+08 | 2019-11-01 20:46:43.201041+08 | 2019-11-01 20:46:43.21186+08  | 2019-11-01 20:46:43.211861+08 |                 |                     | active              |     5672359 |      5672248 | execute p_new_order7_2_08(36539,99)                                            | client backend
 16384 | vandat  | 20512 |       10 | tcn     |                  | ::1         |                 |       53138 | 2019-11-01 20:31:27.3214+08   | 2019-11-01 20:46:43.210222+08 | 2019-11-01 20:46:43.211328+08 | 2019-11-01 20:46:43.211624+08 |                 |                     | idle in transaction |     5672372 |              | execute p_payment3_7(167,92,8)                                                 | client backend
 16384 | vandat  | 20513 |       10 | tcn     |                  | ::1         |                 |       53140 | 2019-11-01 20:31:27.321893+08 | 2019-11-01 20:46:43.170995+08 | 2019-11-01 20:46:43.171446+08 | 2019-11-01 20:46:43.171448+08 | LWLock          | buffer_mapping      | active              |             |      5672127 | execute p_stocklevel2_3(10,8,3318,3298,10,10)                                  | client backend
 16384 | vandat  | 20514 |       10 | tcn     |                  | ::1         |                 |       53142 | 2019-11-01 20:31:27.322315+08 | 2019-11-01 20:46:43.161623+08 | 2019-11-01 20:46:43.210519+08 | 2019-11-01 20:46:43.21052+08  | IO              | DataFileWrite       | active              |     5672290 |      5672248 | execute p_delivery5_5(2429,9,8)                                                | client backend
 16384 | vandat  | 20515 |       10 | tcn     |                  | ::1         |                 |       53144 | 2019-11-01 20:31:27.32302+08  | 2019-11-01 20:46:43.191108+08 | 2019-11-01 20:46:43.211891+08 | 2019-11-01 20:46:43.212005+08 |                 |                     | idle in transaction |     5672342 |              | execute p_new_order8_4(16,26183,58)                                            | client backend
 16384 | vandat  | 20517 |       10 | tcn     |                  | ::1         |                 |       53148 | 2019-11-01 20:31:27.324393+08 | 2019-11-01 20:46:43.175514+08 | 2019-11-01 20:46:43.177486+08 | 2019-11-01 20:46:43.177488+08 | LWLock          | buffer_mapping      | active              |             |      5672127 | execute p_stocklevel2_5(60,1,3317,3297,60,20)                                  | client backend
 16384 | vandat  | 20518 |       10 | tcn     |                  | ::1         |                 |       53150 | 2019-11-01 20:31:27.325157+08 | 2019-11-01 20:46:43.208435+08 | 2019-11-01 20:46:43.208754+08 | 2019-11-01 20:46:43.208755+08 | IO              | DataFileWrite       | active              |             |      5672248 | execute p_purge2_5(49,6,2432)                                                  | client backend
 16384 | vandat  | 20516 |       10 | tcn     |                  | ::1         |                 |       53146 | 2019-11-01 20:31:27.324688+08 | 2019-11-01 20:46:43.196376+08 | 2019-11-01 20:46:43.1967+08   | 2019-11-01 20:46:43.196702+08 |                 |                     | active              |             |      5672195 | execute p_purge2_6(17,8,2464)                                                  | client backend
 16384 | vandat  | 20519 |       10 | tcn     |                  | ::1         |                 |       53152 | 2019-11-01 20:31:27.325674+08 | 2019-11-01 20:46:43.20309+08  | 2019-11-01 20:46:43.211689+08 | 2019-11-01 20:46:43.212112+08 |                 |                     | idle in transaction |     5672360 |              | execute p_new_order7_4_10(78866,89)                                            | client backend
 16384 | vandat  | 20520 |       10 | tcn     |                  | ::1         |                 |       53154 | 2019-11-01 20:31:27.326279+08 | 2019-11-01 20:46:43.185227+08 | 2019-11-01 20:46:43.21051+08  | 2019-11-01 20:46:43.210953+08 |                 |                     | idle in transaction |     5672329 |              | execute p_new_order9_1(3342,4,18,10,27384,18,3,49,'wwwwwwwwwwwwwwwwwwwwwwww')  | client backend
 16384 | vandat  | 20521 |       10 | tcn     |                  | ::1         |                 |       53156 | 2019-11-01 20:31:27.32774+08  | 2019-11-01 20:46:43.192562+08 | 2019-11-01 20:46:43.211963+08 | 2019-11-01 20:46:43.212121+08 |                 |                     | idle in transaction |     5672344 |              | execute p_new_order9_2(3331,8,16,6,28893,16,3,10,'jjjjjjjjjjjjjjjjjjjjjjjj')   | client backend
 16384 | vandat  | 20522 |       10 | tcn     |                  | ::1         |                 |       53158 | 2019-11-01 20:31:27.328229+08 | 2019-11-01 20:46:43.184493+08 | 2019-11-01 20:46:43.210977+08 | 2019-11-01 20:46:43.211686+08 | Client          | ClientRead          | idle in transaction |     5672333 |              | execute p_new_order7_3_03(46795,1)                                             | client backend
 16384 | vandat  | 20523 |       10 | tcn     |                  | ::1         |                 |       53160 | 2019-11-01 20:31:27.327833+08 | 2019-11-01 20:46:43.15543+08  | 2019-11-01 20:46:43.207522+08 | 2019-11-01 20:46:43.207523+08 | IO              | DataFileRead        | active              |     5672281 |      5672248 | execute p_delivery5_3(2447,8,8)                                                | client backend
 16384 | vandat  | 20525 |       10 | tcn     |                  | ::1         |                 |       53164 | 2019-11-01 20:31:27.330726+08 | 2019-11-01 20:46:43.18139+08  | 2019-11-01 20:46:43.212143+08 | 2019-11-01 20:46:43.212144+08 | LWLock          | wal_insert          | active              |     5672324 |      5672248 | execute p_new_order9_4(3375,9,62,10,38070,62,3,35,'uuuuuuuuuuuuuuuuuuuuuuuu')  | client backend
 16384 | vandat  | 20524 |       10 | tcn     |                  | ::1         |                 |       53162 | 2019-11-01 20:31:27.33076+08  | 2019-11-01 20:46:43.210581+08 | 2019-11-01 20:46:43.211247+08 | 2019-11-01 20:46:43.211248+08 | IO              | DataFileRead        | active              |             |      5672248 | execute p_purge2_6(16,4,2422)                                                  | client backend
 16384 | vandat  | 20526 |       10 | tcn     |                  | ::1         |                 |       53166 | 2019-11-01 20:31:27.332632+08 | 2019-11-01 20:46:43.198176+08 | 2019-11-01 20:46:43.21192+08  | 2019-11-01 20:46:43.211921+08 | IO              | DataFileWrite       | active              |     5672353 |      5672248 | execute p_new_order7_8_10(70342,85)                                            | client backend
