 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                       query                                       |    backend_type     
 16384 | vandat  | 20510 |       10 | tcn     |                  | ::1         |                 |       53134 | 2019-11-01 20:31:27.320478+08 | 2019-11-01 20:45:07.952206+08 | 2019-11-01 20:45:07.974211+08 | 2019-11-01 20:45:07.974212+08 | LWLock          | WALWriteLock        | active              |     5482746 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20511 |       10 | tcn     |                  | ::1         |                 |       53136 | 2019-11-01 20:31:27.320984+08 | 2019-11-01 20:45:07.934994+08 | 2019-11-01 20:45:07.971686+08 | 2019-11-01 20:45:07.97207+08  | LWLock          | WALWriteLock        | idle in transaction |     5482715 |              | execute p_new_order7_4_09(14611,48)                                            | client backend
 16384 | vandat  | 20512 |       10 | tcn     |                  | ::1         |                 |       53138 | 2019-11-01 20:31:27.3214+08   | 2019-11-01 20:45:07.962476+08 | 2019-11-01 20:45:07.974006+08 | 2019-11-01 20:45:07.974157+08 |                 |                     | idle in transaction |     5482763 |              | execute p_new_order7_7_08(28752,44)                                            | client backend
 16384 | vandat  | 20513 |       10 | tcn     |                  | ::1         |                 |       53140 | 2019-11-01 20:31:27.321893+08 | 2019-11-01 20:45:07.956912+08 | 2019-11-01 20:45:07.972524+08 | 2019-11-01 20:45:07.972674+08 | Client          | ClientRead          | idle in transaction |     5482756 |              | execute p_new_order9_7(3301,7,72,6,5655,72,10,675,'qqqqqqqqqqqqqqqqqqqqqqqq')  | client backend
 16384 | vandat  | 20514 |       10 | tcn     |                  | ::1         |                 |       53142 | 2019-11-01 20:31:27.322315+08 | 2019-11-01 20:45:07.968647+08 | 2019-11-01 20:45:07.968952+08 | 2019-11-01 20:45:07.968953+08 | IO              | DataFileWrite       | active              |             |      5482572 | execute p_purge2_2(12,2,2465)                                                  | client backend
 16384 | vandat  | 20515 |       10 | tcn     |                  | ::1         |                 |       53144 | 2019-11-01 20:31:27.32302+08  | 2019-11-01 20:45:07.938253+08 | 2019-11-01 20:45:07.973856+08 | 2019-11-01 20:45:07.973971+08 |                 |                     | idle in transaction |     5482722 |              | execute p_new_order8_5(94,96323,44)                                            | client backend
 16384 | vandat  | 20517 |       10 | tcn     |                  | ::1         |                 |       53148 | 2019-11-01 20:31:27.324393+08 | 2019-11-01 20:45:07.93743+08  | 2019-11-01 20:45:07.972976+08 | 2019-11-01 20:45:07.973464+08 |                 |                     | idle in transaction |     5482719 |              | execute p_new_order7_5_10(76840,92)                                            | client backend
 16384 | vandat  | 20518 |       10 | tcn     |                  | ::1         |                 |       53150 | 2019-11-01 20:31:27.325157+08 | 2019-11-01 20:45:07.97356+08  | 2019-11-01 20:45:07.974007+08 | 2019-11-01 20:45:07.974008+08 | IO              | DataFileRead        | active              |     5482774 |      5482572 | execute p_payment2_7(28)                                                       | client backend
 16384 | vandat  | 20516 |       10 | tcn     |                  | ::1         |                 |       53146 | 2019-11-01 20:31:27.324688+08 | 2019-11-01 20:45:07.963304+08 | 2019-11-01 20:45:07.963635+08 | 2019-11-01 20:45:07.963636+08 |                 |                     | active              |             |      5482572 | execute p_purge2_5(14,3,2431)                                                  | client backend
 16384 | vandat  | 20519 |       10 | tcn     |                  | ::1         |                 |       53152 | 2019-11-01 20:31:27.325674+08 | 2019-11-01 20:45:07.916563+08 | 2019-11-01 20:45:07.9732+08   | 2019-11-01 20:45:07.973342+08 | IO              | DataFileRead        | idle in transaction |     5482689 |              | execute p_new_order8_2(11,64380,19)                                            | client backend
 16384 | vandat  | 20520 |       10 | tcn     |                  | ::1         |                 |       53154 | 2019-11-01 20:31:27.326279+08 | 2019-11-01 20:45:07.904337+08 | 2019-11-01 20:45:07.973604+08 | 2019-11-01 20:45:07.973605+08 |                 |                     | active              |     5482657 |      5482572 | execute p_delivery5_3(2415,8,63)                                               | client backend
 16384 | vandat  | 20521 |       10 | tcn     |                  | ::1         |                 |       53156 | 2019-11-01 20:31:27.32774+08  | 2019-11-01 20:45:07.925824+08 | 2019-11-01 20:45:07.926154+08 | 2019-11-01 20:45:07.926156+08 |                 |                     | active              |             |      5482572 | execute p_stocklevel2_7(89,7,3297,3277,89,13)                                  | client backend
 16384 | vandat  | 20522 |       10 | tcn     |                  | ::1         |                 |       53158 | 2019-11-01 20:31:27.328229+08 | 2019-11-01 20:45:07.953838+08 | 2019-11-01 20:45:07.954103+08 | 2019-11-01 20:45:07.954105+08 | IO              | DataFileWrite       | active              |             |      5482572 | execute p_stocklevel2_7(33,10,3288,3268,33,18)                                 | client backend
 16384 | vandat  | 20523 |       10 | tcn     |                  | ::1         |                 |       53160 | 2019-11-01 20:31:27.327833+08 | 2019-11-01 20:45:07.96011+08  | 2019-11-01 20:45:07.973265+08 | 2019-11-01 20:45:07.973267+08 | IO              | DataFileWrite       | active              |     5482759 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20525 |       10 | tcn     |                  | ::1         |                 |       53164 | 2019-11-01 20:31:27.330726+08 | 2019-11-01 20:45:07.973509+08 | 2019-11-01 20:45:07.973798+08 | 2019-11-01 20:45:07.9738+08   | IO              | DataFileWrite       | active              |             |      5482572 | execute p_stocklevel2_8(97,3,3336,3316,97,15)                                  | client backend
 16384 | vandat  | 20524 |       10 | tcn     |                  | ::1         |                 |       53162 | 2019-11-01 20:31:27.33076+08  | 2019-11-01 20:45:07.97351+08  | 2019-11-01 20:45:07.974039+08 | 2019-11-01 20:45:07.974041+08 | IO              | DataFileWrite       | active              |     5482773 |      5482572 | execute p_payment3_2(40,1,8)                                                   | client backend
 16384 | vandat  | 20526 |       10 | tcn     |                  | ::1         |                 |       53166 | 2019-11-01 20:31:27.332632+08 | 2019-11-01 20:45:07.958185+08 | 2019-11-01 20:45:07.974205+08 | 2019-11-01 20:45:07.974206+08 | IO              | DataFileRead        | active              |     5482755 |      5482572 | execute p_delivery4_7(2,2413,3,89)                                             | client backend
 16384 | vandat  | 20528 |       10 | tcn     |                  | ::1         |                 |       53170 | 2019-11-01 20:31:27.334071+08 | 2019-11-01 20:45:07.951536+08 | 2019-11-01 20:45:07.952743+08 | 2019-11-01 20:45:07.952744+08 | IO              | DataFileWrite       | active              |             |      5482572 | execute p_stocklevel2_7(49,1,3326,3306,49,14)                                  | client backend
 16384 | vandat  | 20529 |       10 | tcn     |                  | ::1         |                 |       53172 | 2019-11-01 20:31:27.334566+08 | 2019-11-01 20:45:07.948419+08 | 2019-11-01 20:45:07.974057+08 | 2019-11-01 20:45:07.974154+08 |                 |                     | idle in transaction |     5482744 |              | execute p_new_order6_1(5411)                                                   | client backend
 16384 | vandat  | 20527 |       10 | tcn     |                  | ::1         |                 |       53168 | 2019-11-01 20:31:27.33363+08  | 2019-11-01 20:45:07.971568+08 | 2019-11-01 20:45:07.973826+08 | 2019-11-01 20:45:07.973981+08 |                 |                     | idle in transaction |     5482771 |              | execute p_new_order6_5(60185)                                                  | client backend
 16384 | vandat  | 20531 |       10 | tcn     |                  | ::1         |                 |       53176 | 2019-11-01 20:31:27.336773+08 | 2019-11-01 20:45:07.94644+08  | 2019-11-01 20:45:07.973868+08 | 2019-11-01 20:45:07.973985+08 | Client          | ClientRead          | idle in transaction |     5482731 |              | execute p_new_order6_6(57173)                                                  | client backend
 16384 | vandat  | 20530 |       10 | tcn     |                  | ::1         |                 |       53174 | 2019-11-01 20:31:27.336733+08 | 2019-11-01 20:45:07.944647+08 | 2019-11-01 20:45:07.944911+08 | 2019-11-01 20:45:07.944912+08 |                 |                     | active              |             |      5482572 | execute p_stocklevel2_5(49,8,3329,3309,49,19)                                  | client backend
 16384 | vandat  | 20532 |       10 | tcn     |                  | ::1         |                 |       53178 | 2019-11-01 20:31:27.337939+08 | 2019-11-01 20:45:07.971195+08 | 2019-11-01 20:45:07.971562+08 | 2019-11-01 20:45:07.971563+08 |                 |                     | active              |             |      5482572 | execute p_purge2_6(49,8,2438)                                                  | client backend
 16384 | vandat  | 20533 |       10 | tcn     |                  | ::1         |                 |       53180 | 2019-11-01 20:31:27.339019+08 |                               | 2019-11-01 20:45:07.972138+08 | 2019-11-01 20:45:07.974231+08 |                 |                     | idle                |             |              | COMMIT                                                                         | client backend
